"order","productcode","productgroup","productsummary","description","eutr"
"PM","48079010","Paper","Other paper in HS 48","COMPOSITE STRAW PAPER AND PAPERBOARD, WHETHER OR NOT COMBINED WITH NON-STRAW PAPER (NEITHER SURFACE-COATED OR IMPREGNATED), WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48.",1
"PM","48079050","Paper","Other paper in HS 48","COMPOSITE PAPER AND PAPERBOARD MADE FROM WASTEPAPER, WHETHER OR NOT COVERED WITH PAPER, NEITHER SURFACE-COATED NOR IMPREGNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48 (EXCL. THAT LAMINATED INTE",1
"PM","48079090","Paper","Other paper in HS 48","COMPOSITE PAPER AND PAPERBOARD (NEITHER SURFACE-COATED NOR IMPREGNATED), WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48 (EXCL. THAT LAMINATED INTERNALLY WITH BITUMEN, TAR OR ASPHALT; STRAW PAPER AND PA",1
"PM","48081000","Paper","Other paper in HS 48","CORRUGATED PAPER AND PAPERBOARD ""WITH OR WITHOUT GLUED FLAT SURFACE SHEETS"", WHETHER OR NOT PERFORATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PM","48082000","Paper","Other paper in HS 48","SACK KRAFT PAPER, CREPED OR CRINKLED, WHETHER OR NOT EMBOSSED OR PERFORATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PM","48083000","Paper","Other paper in HS 48","KRAFT PAPER, CREPED OR CRINKLED, WHETHER OR NOT EMBOSSED OR PERFORATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48 (EXCL. SACK KRAFT PAPER)",1
"PM","48084000","Paper","Other paper in HS 48","KRAFT PAPER, CREPED OR CRINKLED, WHETHER OR NOT EMBOSSED OR PERFORATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PM","48089000","Paper","Other paper in HS 48","PAPER AND PAPERBOARD, CREPED, CRINKLED, EMBOSSED OR PERFORATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE (EXCL. SACK KRAFT AND OTHER KRAFT PAPER, AND GOODS OF HEA",1
"PM","48091000","Paper","Other paper in HS 48","CARBON AND SIMILAR COPYING PAPERS, WHETHER OR NOT PRINTED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PM","48092000","Paper","Other paper in HS 48","SELF-COPY PAPER, WHETHER OR NOT PRINTED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE (EXCL. CARBON AND SIMILAR COPYING PAPERS)",1
"PM","48092010","Paper","Other paper in HS 48","SELF-COPY PAPER, WHETHER OR NOT PRINTED, IN ROLLS OF A WIDTH > 36 CM (EXCL. CARBON AND SIMILAR COPYING PAPERS)",1
"PM","48092090","Paper","Other paper in HS 48","SELF-COPY PAPER, WHETHER OR NOT PRINTED, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE (EXCL. CARBON AND SIMILAR COPYING PAPERS)",1
"PM","48099000","Paper","Other paper in HS 48","TRANSFER PAPERS, INCL. COATED OR IMPREGNATED PAPER FOR DUPLICATOR STENCILS OR OFFSET PLATES, WHETHER OR NOT PRINTED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE (EXC",1
"PM","48099010","Paper","Other paper in HS 48","CARBON AND SIMILAR COPYING PAPERS, WHETHER OR NOT PRINTED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PM","48099090","Paper","Other paper in HS 48","TRANSFER PAPERS, INCL. COATED OR IMPREGNATED PAPER FOR DUPLICATOR STENCILS OR OFFSET PLATES, WHETHER OR NOT PRINTED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE (EXC",1
"PM","48120000","Paper","Other paper in HS 48","FILTER BLOCKS, SLABS AND PLATES, OF PAPER PULP",1
"PM","48131000","Paper","Other paper in HS 48","CIGARETTE PAPER IN THE FORM OF BOOKLETS OR TUBES",1
"PM","48132000","Paper","Other paper in HS 48","CIGARETTE PAPER IN ROLLS OF A WIDTH OF <= 5 CM",1
"PM","48139000","Paper","Other paper in HS 48","CIGARETTE PAPER, WHETHER OR NOT CUT TO SIZE (EXCL. IN THE FORM OF BOOKLETS OR TUBES, AND ROLLS OF A WIDTH OF <= 5 CM)",1
"PM","48139010","Paper","Other paper in HS 48","CIGARETTE PAPER IN ROLLS OF A WIDTH >-?5 CM BUT <= 15 CM",1
"PM","48139090","Paper","Other paper in HS 48","CIGARETTE PAPER, WHETHER OR NOT CUT TO SIZE (EXCL. IN THE FORM OF BOOKLETS OR TUBES, AND IN ROLLS OF A WIDTH <= 15 CM)",1
"PM","48141000","Paper","Other paper in HS 48","'INGRAIN' PAPER",1
"PM","48142000","Paper","Other paper in HS 48","WALLPAPER AND SIMILAR WALLCOVERINGS OF PAPER, CONSISTING OF PAPER COATED OR COVERED, ON THE FACE SIDE, WITH A GRAINED, EMBOSSED, COLOURED OR DESIGN-PRINTED OR OTHERWISE DECORATED LAYER OF PLASTICS",1
"PM","48143000","Paper","Other paper in HS 48","WALLPAPER AND SIMILAR WALLCOVERINGS OF PAPER, CONSISTING OF PAPER COVERED, ON THE FACE SIDE, WITH PLAITING MATERIAL, WHETHER OR NOT BOUND TOGETHER IN PARALLEL STRANDS OR WOVEN",1
"PM","48149010","Paper","Other paper in HS 48","WALLPAPER AND SIMILAR WALLCOVERINGS OF PAPER, CONSISTING OF GRAINED, EMBOSSED, SURFACE-COLOURED, DESIGN-PRINTED OR OTHERWISE SURFACE-DECORATED OR COVERED WITH TRANSPARENT PROTECTIVE PLASTICS",1
"PM","48149070","Paper","Other paper in HS 48","WALLPAPER AND SIMILAR WALLCOVERINGS OF PAPER, AND WINDOW TRANSPARENCIES OF PAPER (EXCL. GOODS OF SUBHEADINGS 4814.20 AND 4814.90.10)",1
"PM","48149080","Paper","Other paper in HS 48","WALLPAPER AND SIMILAR WALLCOVERINGS OF PAPER, AND WINDOW TRANSPARENCIES OF PAPER (EXCL. 'INGRAIN' PAPER AND GOODS OF SUBHEADINGS 4814.20 AND 4814.90.10)",1
"PM","48149090","Paper","Other paper in HS 48","WALLPAPER AND SIMILAR WALLCOVERINGS OF PAPER, WINDOW TRANSPARENCIES OF PAPER (EXCL. 'INGRAIN' PAPER AND GOODS OF SUBHEADING 4814,30 AND 4814.90.10)",1
"PM","48150000","Paper","Other paper in HS 48","FLOOR COVERINGS ON A BASE OF PAPER OR PAPERBOARD, WHETHER OR NOT CUT TO SIZE (EXCL. SIMILAR FLOOR COVERINGS WITH TEXTILE BACKINGS, AND FLOOR COVERINGS WITHOUT BACKINGS)",1
"PM","48161000","Paper","Other paper in HS 48","CARBON OR SIMILAR COPYING PAPERS, IN ROLLS OF A WIDTH OF <= 36 CM OR IN RECTANGULAR OR SQUARE SHEETS WITH NO SIDE MEASURING > 36 CM IN THE UNFOLDED STATE, OR CUT INTO SHAPES OTHER THAN RECTANGLES OR SQUARES, WHETHER OR NOT IN BOXES",1
"PM","48162000","Paper","Other paper in HS 48","SELF-COPY PAPER, IN ROLLS OF A WIDTH OF <= 36 CM OR IN RECTANGULAR OR SQUARE SHEETS WITH NO SIDE MEASURING > 36 CM IN THE UNFOLDED STATE, OR CUT INTO SHAPES OTHER THAN RECTANGLES OR SQUARES, WHETHER OR NOT IN BOXES (EXCL. CARBON OR SIMILAR COPYING PAPERS)",1
"PM","48163000","Paper","Other paper in HS 48","DUPLICATOR STENCILS OF PAPER, WHETHER OR NOT IN BOXES",1
"PM","48169000","Paper","Other paper in HS 48","COPYING OR TRANSFER PAPERS, IN ROLLS OF A WIDTH OF <= 36 CM OR IN RECTANGULAR OR SQUARE SHEETS WITH NO SIDE MEASURING > 36 CM IN THE UNFOLDED STATE, OR CUT INTO SHAPES OTHER THAN RECTANGLES OR SQUARES, WHETHER OR NOT IN BOXES, TOGETHER WITH OFFSET PLATES",1
"PM","48221000","Paper","Other paper in HS 48","BOBBINS, SPOOLS, COPS AND SIMILAR SUPPORTS OF PAPER PULP, PAPER OR PAPERBOARD, WHETHER OR NOT PERFORATED OR HARDENED, FOR WINDING TEXTILE YARN",1
"PM","48229000","Paper","Other paper in HS 48","BOBBINS, SPOOLS, COPS AND SIMILAR SUPPORTS OF PAPER PULP, PAPER OR PAPERBOARD, WHETHER OR NOT PERFORATED OR HARDENED (EXCL. THOSE FOR WINDING TEXTILE YARN)",1
"PM","48232000","Paper","Other paper in HS 48","FILTER PAPER AND PAPERBOARD, IN STRIPS OR ROLLS OF A WIDTH <= 36 CM, IN RECTANGULAR OR SQUARE SHEETS, OF WHICH NO SIDE > 36 CM IN THE UNFOLDED STATE, OR CUT TO SHAPE OTHER THAN RECTANGULAR OR SQUARE",1
"PM","48234000","Paper","Other paper in HS 48","ROLLS, SHEETS AND DIALS, PRINTED FOR SELF-RECORDING APPARATUS, IN ROLLS OF A WIDTH <= 36 CM, IN RECTANGULAR OR SQUARE SHEETS OF WHICH NO SIDE > 36 CM IN THE UNFOLDED STATE, OR CUT INTO DIALS",1
"PM","48235110","Paper","Other paper in HS 48","CONTINUOUS FORMS, PRINTED, EMBOSSED OR PERFORATED (EXCL. CONTINOUS FORM SETS)",1
"PM","48235190","Paper","Other paper in HS 48","PAPER AND PAPERBOARD FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, IN STRIPS OR ROLLS WITH A WIDTH OF =< 15 CM, IN RECTANGULAR OR SQUARE SHEETS, WITH NO SIDE MEASURING > 36 CM IN THE UNFOLDED STATE, OR CUT INTO SHAPES OTHER THAN RECTANGLES OR SQUARES,",1
"PM","48235910","Paper","Other paper in HS 48","PAPER AND PAPERBOARD FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, IN STRIPS OR ROLLS WITH A WIDTH OF =< 15 CM, FOR OFFICE MACHINES AND SIMILAR EQUIPMENT",1
"PM","48235990","Paper","Other paper in HS 48","PAPER AND PAPERBOARD FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, IN STRIPS OR ROLLS WITH A WIDTH OF =< 15 CM, IN RECTANGULAR OR SQUARE SHEETS, WITH NO SIDE MEASURING > 36 CM WHEN UNFOLDED, OR CUT INTO SHAPES OTHER THAN RECTANGLES OR SQUARES (EXCL. PR",1
"PM","48237010","Paper","Other paper in HS 48","TRAYS AND BOXES FOR PACKING EGGS, OF MOULDED PAPER PULP",1
"PM","48237090","Paper","Other paper in HS 48","MOULDED OR PRESSED ARTICLES OF PAPER PULP, N.E.S.",1
"PM","48239010","Paper","Other paper in HS 48","GASKETS, WASHERS AND OTHER SEALS, OF PAPER OR PAPERBOARD, FOR CIVIL AIRCRAFT",1
"PM","48239012","Paper","Other paper in HS 48","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, IN STRIPS OR ROLLS OF A WIDTH <= 36 CM, IN RECTANGULAR OR SQUARE SHEETS, OF WHICH NO SIDE > 36 CM IN THE UNFOLDED STATE, OR CUT TO SHAPE OTHER THAN RECTANGULAR OR SQUARE, PRINTED,",1
"PM","48239014","Paper","Other paper in HS 48","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, IN STRIPS OR ROLLS OF A WIDTH <= 36 CM, IN RECTANGULAR OR SQUARE SHEETS, OF WHICH NO SIDE > 36 CM IN THE UNFOLDED STATE, OR CUT TO SHAPE OTHER THAN RECTANGULAR OR SQUARE, N.E.S. (E",1
"PM","48239015","Paper","Other paper in HS 48","PAPER OR PAPERBOARD CARDS, NOT PUNCHED, FOR PUNCH CARD MACHINES, WHETHER OR NOT IN STRIPS",1
"PM","48239020","Paper","Other paper in HS 48","PERFORATED PAPER AND PAPERBOARD, CUT TO SIZE, FOR JACQUARD AND SIMILAR MACHINES",1
"PM","48239030","Paper","Other paper in HS 48","FANS AND HAND SCREENS, FRAMES THEREFOR AND PARTS OF SUCH FRAMES, OF PAPER, PAPERBOARD OR WEBS OF CELLULOSE FIBRES (EXCL. FANS WITH BODIES OF PRECIOUS METALS)",1
"PM","48239040","Paper","Other paper in HS 48","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, N.E.S.",1
"PM","48239050","Paper","Other paper in HS 48","PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE, N.E.S.",1
"PM","48239080","Paper","Other paper in HS 48","PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, IN STRIPS OR ROLLS OF A WIDTH <= 36 CM, IN RECTANGULAR OR SQUARE SHEETS, OF WHICH NO SIDE > 36 CM IN THE UNFOLDED STATE, OR CUT TO SHAPE OTHER THAN RECTANGULAR OR SQUARE, AND ARTICLES OF P",1
"PM","48239085","Paper","Other paper in HS 48","PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, IN STRIPS OR ROLLS OF A WIDTH <= 36 CM, IN RECTANGULAR OR SQUARE SHEETS, OF WHICH NO SIDE > 36 CM IN THE UNFOLDED STATE, OR CUT TO SHAPE OTHER THAN RECTANGULAR OR SQUARE, AND ARTICLES OF P",1
"PM","48239090","Paper","Other paper in HS 48","PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, IN STRIPS OR ROLLS OF A WIDTH <= 36 CM, IN RECTANGULAR OR SQUARE SHEETS, OF WHICH NO SIDE > 36 CM IN THE UNFOLDED STATE, OR CUT TO SHAPE OTHER THAN RECTANGULAR OR SQUARE, AND ARTICLES OF P",1
"PM","48239095","Paper","Other paper in HS 48","PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, IN STRIPS OR ROLLS OF A WIDTH <= 36 CM, IN RECTANGULAR OR SQUARE SHEETS, OF WHICH NO SIDE > 36 CM IN THE UNFOLDED STATE, OR CUT TO SHAPE OTHER THAN RECTANGULAR OR SQUARE, AND ARTICLES OF P",1
"SA","49011000","Printed papers","All printed papers in HS 49","PRINTED BOOKS, BROCHURES AND SIMILAR PRINTED MATTER, IN SINGLE SHEETS, WHETHER OR NOT FOLDED (EXCL. PERIODICALS AND PUBLICATIONS WHICH ARE ESSENTIALLY DEVOTED TO ADVERTISING)",0
"SA","49019100","Printed papers","All printed papers in HS 49","DICTIONARIES AND ENCYCLOPAEDIAS, AND SERIAL INSTALMENTS THEREOF",0
"SA","49019900","Printed papers","All printed papers in HS 49","PRINTED BOOKS, BROCHURES AND SIMILAR PRINTED MATTER (EXCL. THOSE IN SINGLE SHEETS; DICTIONARIES, ENCYCLOPAEDIAS, PERIODICALS AND PUBLICATIONS WHICH ARE ESSENTIALLY DEVOTED TO ADVERTISING)",0
"SA","49021000","Printed papers","All printed papers in HS 49","NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL, APPEARING AT LEAST FOUR TIMES A WEEK",0
"SA","49029000","Printed papers","All printed papers in HS 49","NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL (EXCL. THOSE APPEARING AT LEAST FOUR TIMES A WEEK)",0
"SA","49029010","Printed papers","All printed papers in HS 49","NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL, APPEARING ONCE A WEEK",0
"SA","49029030","Printed papers","All printed papers in HS 49","NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL, APPEARING ONCE A MONTH",0
"SA","49029090","Printed papers","All printed papers in HS 49","NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL (EXCL. THOSE APPEARING AT LEAST FOUR TIMES A WEEK, THOSE APPEARING ONCE A WEEK AND THOSE APPEARING ONCE A MONTH)",0
"SA","49030000","Printed papers","All printed papers in HS 49","CHILDREN'S PICTURE, DRAWING OR COLOURING BOOKS",0
"SA","49040000","Printed papers","All printed papers in HS 49","MUSIC, PRINTED OR IN MANUSCRIPT, WHETHER OR NOT BOUND OR ILLUSTRATED",0
"SA","49051000","Printed papers","All printed papers in HS 49","GLOBES, PRINTED (EXCL. RELIEF GLOBES)",0
"SA","49059100","Printed papers","All printed papers in HS 49","MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCL. ATLASES AND TOPOGRAPHICAL PLANS, PRINTED AND IN BOOK FORM (EXCL. GLOBES, AND MAPS AND PLANS, IN RELIEF)",0
"SA","49059900","Printed papers","All printed papers in HS 49","MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCL. ATLASES, WALL MAPS AND TOPOGRAPHICAL PLANS, PRINTED (EXCL. THOSE IN BOOK FORM, AND MAPS, PLANS AND GLOBES, IN RELIEF)",0
"SA","49060000","Printed papers","All printed papers in HS 49","PLANS AND DRAWINGS FOR ARCHITECTURAL, ENGINEERING, INDUSTRIAL, COMMERCIAL, TOPOGRAPHICAL OR SIMILAR PURPOSES, BEING ORIGINALS DRAWN BY HAND; HANDWRITTEN TEXTS; PHOTOGRAPHIC REPRODUCTIONS ON SENSITISED PAPER AND CARBON COPIES OF THE FOREGOING",0
"SA","49070010","Printed papers","All printed papers in HS 49","UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY IN WHICH THEY HAVE, OR WILL HAVE, A RECOGNISED FACE VALUE",0
"SA","49070030","Printed papers","All printed papers in HS 49","BANKNOTES",0
"SA","49070090","Printed papers","All printed papers in HS 49","STAMP-IMPRESSED PAPER; CHEQUE FORMS; STOCK, SHARE OR BOND CERTIFICATES AND SIMILAR DOCUMENTS",0
"SA","49081000","Printed papers","All printed papers in HS 49","TRANSFERS ""DECALCOMANIAS"", VITRIFIABLE",0
"SA","49089000","Printed papers","All printed papers in HS 49","TRANSFERS ""DECALCOMANIAS"" (EXCL. VITRIFIABLE)",0
"SA","49090000","Printed papers","All printed papers in HS 49","PRINTED OR ILLUSTRATED POSTCARDS; PRINTED CARDS BEARING PERSONAL GREETINGS, MESSAGES OR ANNOUNCEMENTS, WHETHER OR NOT ILLUSTRATED, WITH OR WITHOUT ENVELOPES OR TRIMMINGS",0
"SA","49090010","Printed papers","All printed papers in HS 49","PRINTED OR ILLUSTRATED POSTCARDS",0
"SA","49090090","Printed papers","All printed papers in HS 49","PRINTED CARDS BEARING PERSONAL GREETINGS, MESSAGES OR ANNOUNCEMENTS, WHETHER OR NOT ILLUSTRATED, WITH OR WITHOUT ENVELOPES OR TRIMMINGS",0
"SA","49100000","Printed papers","All printed papers in HS 49","CALENDARS OF ANY KINDS, PRINTED, INCL. CALENDARS BLOCKS",0
"SA","49111010","Printed papers","All printed papers in HS 49","COMMERCIAL CATALOGUES",0
"SA","49111090","Printed papers","All printed papers in HS 49","TRADE ADVERTISING MATERIAL AND THE LIKE (OTHER THAN COMMERCIAL CATALOGUES)",0
"SA","49119100","Printed papers","All printed papers in HS 49","PICTURES, PRINTS AND PHOTOGRAPHS, N.E.S.",0
"SA","49119110","Printed papers","All printed papers in HS 49","PRINTED SHEETS NOT BEING TRADE ADVERTISING MATERIAL, UNFOLDED, MERELY WITH ILLUSTATIONS OR PICTURES NOT BEARING A TEXT OR CAPTION, FOR EDITIONS OF BOOKS OR PERIODICALS WHICH ARE PUBLISHED IN DIFFERENT COUNTRIES IN ONE OR MORE LANGUAGES",0
"SA","49119180","Printed papers","All printed papers in HS 49","PICTURES, DESIGNS AND PHOTOGRAPHS (EXCL. PRINTED SHEETS NOT BEING TRADE ADVERTISING MATERIAL, UNFOLDED, MERELY WITH ILLUSTATIONS OR PICTURES NOT BEARING A TEXT OR CAPTION, FOR EDITIONS OF BOOKS OR PERIODICALS WHICH ARE PUBLISHED IN DIFFERENT COUNTRIES IN",0
"SA","49119900","Printed papers","All printed papers in HS 49","PRINTED MATTER, N.E.S.",0
"TA","45011000","Cork products","All cork products in HS 49","NATURAL CORK, RAW OR SIMPLY PREPARED ""MERELY SURFACE-WORKED OR OTHERWISE CLEANED""",0
"TA","45019000","Cork products","All cork products in HS 49","CORK WASTE; CRUSHED, POWDERED OR GROUND CORK",0
"TA","45020000","Cork products","All cork products in HS 49","NATURAL CORK, DEBACKED OR ROUGHLY SQUARED, OR IN SQUARE OR RECTANGULAR BLOCKS, PLATES, SHEETS OR STRIP, INCL. SHARP-EDGED BLANKS FOR CORKS OR STOPPERS",0
"TA","45031010","Cork products","All cork products in HS 49","CORKS AND STOPPERS, CYLINDRICAL, OF NATURAL CORK",0
"TA","45031090","Cork products","All cork products in HS 49","CORKS AND STOPPERS OF ALL TYPES, INCL. ROUND-EDGED BLANKS (EXCL. CYLINDRICAL)",0
"TA","45039000","Cork products","All cork products in HS 49","ARTICLES OF NATURAL CORK (EXCL. CORK IN SQUARE OR RECTANGULAR BLOCKS, PLATES, SHEETS OR STRIPS; CORKS, STOPPERS AND CORK BLANKS; FOOTWARE AND PARTS THEREOF; INSOLES, WHETHER OR NOT REMOVABLE; HEADGEAR AND PARTS THEREOF; PLUGS AND DIVIDERS FOR SHOTGUN CART",0
"TA","45041011","Cork products","All cork products in HS 49","CORKS AND STOPPERS, CYLINDRICAL, FOR SPARKLING WINE, OF AGGLOMERATED CORK, INCL. THOSE WITH DISCS OF NATURAL CORK",0
"TA","45041019","Cork products","All cork products in HS 49","CORKS AND STOPPERS, CYLINDRICAL, OF AGGLOMERATED CORK (EXCL. SUCH PRODUCTS FOR SPARKLING WINE)",0
"TA","45041091","Cork products","All cork products in HS 49","TILES OF ANY SHAPE, BLOCKS, PLATES, SHEETS AND STRIP, SOLID CYLINDERS, INCL. DISCS, OF AGGLOMERATED CORK, WITH A BINDING SUBSTANCE (EXCL. CORKS AND STOPPERS)",0
"TA","45041099","Cork products","All cork products in HS 49","TILES OF ANY SHAPE, BLOCKS, PLATES, SHEETS AND STRIP, SOLID CYLINDERS, INCL. DISCS, OF AGGLOMERATED CORK, WITHOUT BINDING SUBSTANCE (EXCL. CORKS AND STOPPERS)",0
"TA","45049010","Cork products","All cork products in HS 49","GASKETS, WASHERS AND OTHER SEALS OF AGGLOMERATED CORK, FOR CIVIL AIRCRAFT",0
"TA","45049020","Cork products","All cork products in HS 49","CORKS AND STOPPERS, OF AGGLOMERATED CORK (EXCL. CYLINDRICAL)",0
"TA","45049080","Cork products","All cork products in HS 49","AGGLOMERATED CORK, WITH OR WITHOUT A BINDING SUBSTANCE, AND ARTICLES OF AGGLOMERATED CORK (EXCL. FOOTWEAR AND PARTS THEREOF, INSOLES, WHETHER OR NOT REMOVABLE; HEADGEAR AND PARTS THEREOF; PLUGS AND DIVIDERS FOR SHOTGUN CARTRIDGES; TOYS, GAMES AND SPORTS E",0
"TA","45049091","Cork products","All cork products in HS 49","CORKS AND STOPPERS, OF AGGLOMERATED CORK (EXCL. CYLINDRICAL)",0
"TA","45049099","Cork products","All cork products in HS 49","AGGLOMERATED CORK, WHITH OR WITHOUT A BINDING SUBSTANCE, AND ARTICLES OF AGGLOMERATED CORK (EXCL. FOOTWEAR AND PARTS THEREOF, INSOLES, WHETHER OR NOT REMOVABLE; HEADGEAR AND PARTS THEREOF; PLUGS AND DIVIDERS FOR SHOTGUN CARTRIDGES; TOYS, GAMES AND SPORTS",0
"UA","44092100","Bamboo products","All bamboo products in HS 44 & 94","BAMBOO, INCL. STRIPS AND FRIEZES FOR PARQUET FLOORING, NOT ASSEMBLED, CONTINUOUSLY SHAPED ""TONGUED, GROOVED, REBATED, CHAMFERED, V-JOINTED BEADED, MOULDED, ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES, ENDS OR FACES, WHETHER OR NOT PLANED, SANDED OR END-JO",0
"UA","44121000","Bamboo products","All bamboo products in HS 44 & 94","PLYWOOD, VENEERED PANEL AND SIMILAR LAMINATED WOOD, OF BAMBOO, NOT CONTAINING PARTICLE BOARD AND WITHOUT BLOCKBOARD, LAMINBOARD OR BATTENBOARD (EXCL. SHEETS OF COMPRESSED WOOD, CELLULAR WOOD PANELS, PARQUET PANELS OR SHEETS, INLAID WOOD AND SHEETS IDENTIF",0
"UA","44189100","Bamboo products","All bamboo products in HS 44 & 94","BUILDERS' JOINERY AND CARPENTRY, OF BAMBOO (EXCL. WINDOWS, FRENCH WINDOWS AND THEIR FRAMES, DOORS AND THEIR FRAMES AND THRESHOLDS, POSTS AND BEAMS, ASSEMBLED FLOORING PANELS, WOODEN SHUTTERING FOR CONCRETE CONSTRUCTIONAL WORK, SHINGLES, SHAKES AND PREFABR",0
"UA","44191100","Bamboo products","All bamboo products in HS 44 & 94","BREAD BOARDS, CHOPPING BOARDS AND SIMILAR BOARDS, OF BAMBOO",0
"UA","44191200","Bamboo products","All bamboo products in HS 44 & 94","CHOPSTICKS OF BAMBOO",0
"UA","44191900","Bamboo products","All bamboo products in HS 44 & 94","TABLEWARE AND KITCHENWARE, OF BAMBOO (EXCL. CHOPSTICKS, BREAD BOARDS, CHOPPING BOARDS AND SIMILAR BOARDS)",0
"UA","44219100","Bamboo products","All bamboo products in HS 44 & 94","ARTICLES OF BAMBOO, N.E.S.",0
"UA","94015000","Bamboo products","All bamboo products in HS 44 & 94","SEATS OF CANE, OSIER, BAMBOO OR SIMILAR MATERIALS",0
"UA","94015100","Bamboo products","All bamboo products in HS 44 & 94","SEATS OF BAMBOO OR RATTAN",0
"UA","94015200","Bamboo products","All bamboo products in HS 44 & 94","SEATS OF BAMBOO",0
"UA","94015300","Bamboo products","All bamboo products in HS 44 & 94","Seats of rattan",0
"UA","94015900","Bamboo products","All bamboo products in HS 44 & 94","SEATS OF CANE, OSIER OR SIMILAR MATERIALS (EXCL. OF BAMBOO OR RATTAN)",0
"UA","94038000","Bamboo products","All bamboo products in HS 44 & 94","FURNITURE OF CANE, OSIER, BAMBOO OR SIMILAR MATERIALS (EXCL. OF METAL, WOOD AND PLASTICS)",0
"UA","94038100","Bamboo products","All bamboo products in HS 44 & 94","FURNITURE OF BAMBOO OR RATTAN (EXCL. SEATS AND MEDICAL, SURGICAL, DENTAL OR VETERINARY FURNITURE)",0
